Station Name,Station,Stn Code,"Old Station
Category","New Station
Category",Division,Zone,District,State
KAJORAGRAM (KJME),KAJORAGRAM,KJME,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
KALIPAHARI (KPK),KALIPAHARI,KPK,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
KALUBATHAN (KAO),KALUBATHAN,KAO,E,NSG6,ASN,ER,DHANBAD,JHARKHAND
KARJHAUSA (KARJ),KARJHAUSA,KARJ,E,NSG6,ASN,ER,BANKA,BIHAR
KATORIYA (KTOR),KATORIYA,KTOR,E,NSG6,ASN,ER,BANKA,BIHAR
KUMRABAD ROHINI (KBQ),KUMRABAD ROHINI,KBQ,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
KUNURI (KNRI),KUNURI,KNRI,E,NSG6,ASN,ER,BIRBHUM,WEST BENGAL
LAHABON (LHB),LAHABON,LHB,E,NSG6,ASN,ER,JAMUI,BIHAR
MADANKATA H (MNC),MADANKATA H,MNC,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
MAHESHAMUNDA (MMD),MAHESHAMUNDA,MMD,E,NSG6,ASN,ER,GIRIDIH,JHARKHAND
MATHURAPUR (MUW),MATHURAPUR,MUW,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
MUGMA (MMU),MUGMA,MMU,E,NSG6,ASN,ER,DHANBAD,JHARKHAND
PANCHRA (PCR),PANCHRA,PCR,E,NSG6,ASN,ER,BIRBHUM,WEST BENGAL
PARAJ (PAJ),PARAJ,PAJ,E,NSG6,ASN,ER,PURBA BARDHAMAN,WEST BENGAL
RAJBANDH (RBH),RAJBANDH,RBH,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
RUPNARAYANPUR (RNPR),RUPNARAYANPUR,RNPR,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
SALANPUR (SLS),SALANPUR,SLS,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
SANKARPUR (SNQ),SANKARPUR,SNQ,E,NSG6,ASN,ER,DEOGHAR,JHARKHAND
SONACHARA (SSCR),SONACHARA,SSCR,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
TAPASI (TOP),TAPASI,TOP,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
THAPARNAGAR (TNW),THAPARNAGAR,TNW,E,NSG6,ASN,ER,DHANBAD,JHARKHAND
WARIA (OYR),WARIA,OYR,E,NSG6,ASN,ER,"PASCHIM
BARDHAMAN",WEST BENGAL
BISNUPRIYA HALT (VSPR),BISNUPRIYA HALT,VSPR,F,HG1,HWH,ER,NADIA,WEST BENGAL
DHANIAKHALI HALT (DNHL),DHANIAKHALI HALT,DNHL,F,HG1,HWH,ER,HOOGHLY,WEST BENGAL
MALIYA HALT (MLYA),MALIYA HALT,MLYA,F,HG1,HWH,ER,HOOGHLY,WEST BENGAL
MERTALA PHALEYA HALT (MTFA),MERTALA PHALEYA HALT,MTFA,F,HG1,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
RAJCHANDRAPUR (RCD),RAJCHANDRAPUR,RCD,F,HG1,HWH,ER,HOWRAH,WEST BENGAL
AMARUN (ARNB),AMARUN,ARNB,F,HG2,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
MIAGRAM HALT (MIAN),MIAGRAM HALT,MIAN,F,HG2,HWH,ER,MURSHIDABAD,WEST BENGAL
NIMO HALT (NMF),NIMO HALT,NMF,F,HG2,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SHIBLUN H (SHBL),SHIBLUN H,SHBL,F,HG2,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
TAKIPUR HALT (TKPH),TAKIPUR HALT,TKPH,F,HG2,HWH,ER,HOOGHLY,WEST BENGAL
TALPUR HALT (TLPH),TALPUR HALT,TLPH,F,HG2,HWH,ER,HOOGHLY,WEST BENGAL
ADALPAHARI (ALPD),ADALPAHARI,ALPD,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
AMBALGRAM (ABGM),AMBALGRAM,ABGM,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BHATAR H (BTRH),BHATAR H,BTRH,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BIRSHAMUNDA HALT (BSMH),BIRSHAMUNDA HALT,BSMH,F,HG3,HWH,ER,BANKURA,WEST BENGAL
CHAMARDIGHI (CMDG),CHAMARDIGHI,CMDG,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
CHANCHAI H (CHC),CHANCHAI H,CHC,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
DAHAPARA DHAM (DHPD),DAHAPARA DHAM,DHPD,F,HG3,HWH,ER,MURSHIDABAD,WEST BENGAL
DASKALGRAM (DLM),DASKALGRAM,DLM,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
GOGHAT (GOGT),GOGHAT,GOGT,F,HG3,HWH,ER,HOOGHLY,WEST BENGAL
GOPALPURGRAM (GPLG),GOPALPURGRAM,GPLG,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
ISLAMPARA HALT (IPRA),ISLAMPARA HALT,IPRA,F,HG3,HWH,ER,HOOGHLY,WEST BENGAL
JIBANTI HALT (JVT),JIBANTI HALT,JVT,F,HG3,HWH,ER,MURSHIDABAD,WEST BENGAL
KAICHAR (KCY),KAICHAR,KCY,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KAMNARA (KMRA),KAMNARA,KMRA,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KANTHALIA ROAD HALT (KTLR),KANTHALIA ROAD HALT,KTLR,F,HG3,HWH,ER,MURSHIDABAD,WEST BENGAL
KARJANAGRAM (KJRM),KARJANAGRAM,KJRM,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KAZIPARA HALT (KZPE),KAZIPARA HALT,KZPE,F,HG3,HWH,ER,MURSHIDABAD,WEST BENGAL
KHETIA (KSHT),KHETIA,KSHT,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KOMARPUR (KMPR),KOMARPUR,KMPR,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
KURMADANGA H (KMDC),KURMADANGA H,KMDC,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
KURVA (KURV),KURVA,KURV,F,HG3,HWH,ER,DUMKA,JHARKHAND
NABAGRAM KANKURHATI (NBKH),NABAGRAM KANKURHATI,NBKH,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
NANDAIGRAM (NDIM),NANDAIGRAM,NDIM,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
NIROL F (NXL),NIROL F,NXL,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
NIYALISH PARA (NLSF),NIYALISH PARA,NLSF,F,HG3,HWH,ER,MURSHIDABAD,WEST BENGAL
SAHEBTALA HALT (SHBA),SAHEBTALA HALT,SHBA,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SAOTA (SOF),SAOTA,SOF,F,HG3,HWH,ER,BIRBHUM,WEST BENGAL
SHRIKHANDA (SIZ),SHRIKHANDA,SIZ,F,HG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BHADRESHWAR GHAT (BHAE),BHADRESHWAR GHAT,BHAE,NA,"Not a
passenger station",HWH,ER,HOOGHLY,WEST BENGAL
BHATTANAGAR (BTNG),BHATTANAGAR,BTNG,NA,"Not a
passenger station",HWH,ER,HOWRAH,WEST BENGAL
RAMKISTOPORE (RKAE),RAMKISTOPORE,RKAE,NA,Not passenger station,HWH,ER,HOWRAH,WEST BENGAL
HOWRAH (HWH),HOWRAH,HWH,A1,NSG1,HWH,ER,HOWRAH,WEST BENGAL
BARDDHAMAN (BWN),BARDDHAMAN,BWN,A,NSG2,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BANDEL JN. (BDC),BANDEL JN.,BDC,A,NSG3,HWH,ER,HOOGHLY,WEST BENGAL
RAMPUR HAT (RPH),RAMPUR HAT,RPH,A,NSG3,HWH,ER,BIRBHUM,WEST BENGAL
BOLPUR SHANTINIKETAN (BHP),BOLPUR SHANTINIKETAN,BHP,B,NSG4,HWH,ER,BIRBHUM,WEST BENGAL
AHAMADPUR JN. (AMP),AHAMADPUR JN.,AMP,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
AZIMGANJ (AZ),AZIMGANJ,AZ,D,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
BAZARSAU (BZLE),BAZARSAU,BZLE,E,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
GUSKARA (GKH),GUSKARA,GKH,D,NSG5,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KHAGRAGHAT ROAD (KGLE),KHAGRAGHAT ROAD,KGLE,D,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
MALLARPUR (MLV),MALLARPUR,MLV,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
MORGRAM (MGAE),MORGRAM,MGAE,E,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
MURARAI (MRR),MURARAI,MRR,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
NALHATI JN. (NHT),NALHATI JN.,NHT,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
PAKUR (PKR),PAKUR,PKR,B,NSG5,HWH,ER,PAKUR,JHARKHAND
RAJGRAM (RJG),RAJGRAM,RJG,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
SAGARDIGHI (SDI),SAGARDIGHI,SDI,D,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
SAINTHIA JN (SNT),SAINTHIA JN,SNT,D,NSG5,HWH,ER,BIRBHUM,WEST BENGAL
SALAR (SALE),SALAR,SALE,D,NSG5,HWH,ER,MURSHIDABAD,WEST BENGAL
AZIMGANJ CITY (ACLE),AZIMGANJ CITY,ACLE,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
BANPAS (BPS),BANPAS,BPS,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BANSHLAI BRIDGE (BSBR),BANSHLAI BRIDGE,BSBR,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
BARALA (BAA),BARALA,BAA,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
BARMASIA (BRMA),BARMASIA,BRMA,E,NSG6,HWH,ER,DUMKA,JHARKHAND
BATASPUR (BSLE),BATASPUR,BSLE,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
BHEDIA (BDH),BHEDIA,BDH,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
CHATRA (CTR),CHATRA,CTR,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
CHOWHATTA (CWT),CHOWHATTA,CWT,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
CHOWRIGACHA (CWLE),CHOWRIGACHA,CWLE,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
GADADHARPUR (GHLE),GADADHARPUR,GHLE,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
GANGATIKURI (GGLE),GANGATIKURI,GGLE,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
GOSAINGRAM (GSGB),GOSAINGRAM,GSGB,F,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
GUMANI (GMAN),GUMANI,GMAN,E,NSG6,HWH,ER,PAKUR,JHARKHAND
HARINSING (HRNS),HARINSING,HRNS,E,NSG6,HWH,ER,DUMKA,JHARKHAND
JHAMATPUR BAHARAN (JHBN),JHAMATPUR BAHARAN,JHBN,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
JHAPATER DHAL (JTL),JHAPATER DHAL,JTL,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
JNANDAS KANDRA (GNND),JNANDAS KANDRA,GNND,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
KARNA SUBARNA (KNSN),KARNA SUBARNA,KNSN,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
KHANA JN. (KAN),KHANA JN.,KAN,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KIRNAHAR (KNHR),KIRNAHAR,KNHR,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
KOPAI (KPLE),KOPAI,KPLE,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
KOTALPUKUR (KLP),KOTALPUKUR,KLP,E,NSG6,HWH,ER,PAKUR,JHARKHAND
LABPUR (LBP),LABPUR,LBP,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
LALBAGH COURT ROAD (LCAE),LALBAGH COURT ROAD,LCAE,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
LOHAPUR (LAP),LOHAPUR,LAP,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
MALIHATI TALIBPUR RO (MHTR),MALIHATI TALIBPUR RO,MHTR,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
NAGARNABI (NGF),NAGARNABI,NGF,E,NSG6,HWH,ER,PAKUR,JHARKHAND
NOADAR DHAL (NRX),NOADAR DHAL,NRX,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PACHANDI (PNDI),PACHANDI,PNDI,F,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PICHKURIR DHAL (PCQ),PICHKURIR DHAL,PCQ,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PINARGARIA (PRGR),PINARGARIA,PRGR,E,NSG6,HWH,ER,DUMKA,JHARKHAND
PRANTIK (PNE),PRANTIK,PNE,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
SIKARIPARA (SKIP),SIKARIPARA,SKIP,E,NSG6,HWH,ER,DUMKA,JHARKHAND
SWADINPUR (SDLE),SWADINPUR,SDLE,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
TAKIPUR (TKP),TAKIPUR,TKP,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
TALIT (TIT),TALIT,TIT,E,NSG6,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
TARAPITH ROAD (TPF),TARAPITH ROAD,TPF,E,NSG6,HWH,ER,BIRBHUM,WEST BENGAL
TENYA (TYAE),TENYA,TYAE,E,NSG6,HWH,ER,MURSHIDABAD,WEST BENGAL
TILBHITA (TBB),TILBHITA,TBB,E,NSG6,HWH,ER,PAKUR,JHARKHAND
KONNAGAR (KOG),KONNAGAR,KOG,C,SG2,HWH,ER,HOOGHLY,WEST BENGAL
RISHRA (RIS),RISHRA,RIS,C,SG2,HWH,ER,HOOGHLY,WEST BENGAL
SHEORAPHULLY JN. (SHE),SHEORAPHULLY JN.,SHE,C,SG2,HWH,ER,HOOGHLY,WEST BENGAL
SHRIRAMPUR (SRP),SHRIRAMPUR,SRP,C,SG2,HWH,ER,HOOGHLY,WEST BENGAL
ADI SAPTAGRAM (ADST),ADI SAPTAGRAM,ADST,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
AGRADWIP (AGAE),AGRADWIP,AGAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
AMBIKA KALNA (ABKA),AMBIKA KALNA,ABKA,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
ARAMBAG (AMBG),ARAMBAG,AMBG,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BAGHNAPARA (BGRA),BAGHNAPARA,BGRA,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BAGILA (BGF),BAGILA,BGF,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BAHIR KHANDA (BAHW),BAHIR KHANDA,BAHW,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BAIDYABATI (BBAE),BAIDYABATI,BBAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BAINCHI (BOI),BAINCHI,BOI,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BAINCHIGRAM (BCGM),BAINCHIGRAM,BCGM,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BALAGARH (BGAE),BALAGARH,BGAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BALARAMBATI (BLAE),BALARAMBATI,BLAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BALGONA (BGNA),BALGONA,BGNA,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BALLY (BLY),BALLY,BLY,C,SG3,HWH,ER,HOWRAH,WEST BENGAL
BANKAPASI F (BCF),BANKAPASI F,BCF,F,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BANSH BARIA (BSAE),BANSH BARIA,BSAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BARUI PARA (BRPA),BARUI PARA,BRPA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BEGAMPUR (BPAE),BEGAMPUR,BPAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BEHULA (BHLA),BEHULA,BHLA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BELANAGAR (BZL),BELANAGAR,BZL,C,SG3,HWH,ER,HOWRAH,WEST BENGAL
BELERHAT (BQY),BELERHAT,BQY,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
BELMURI (BMAE),BELMURI,BMAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BELUR (BEQ),BELUR,BEQ,C,SG3,HWH,ER,HOWRAH,WEST BENGAL
BELUR MATH (BRMH),BELUR MATH,BRMH,C,SG3,HWH,ER,HOWRAH,WEST BENGAL
BHADRESHWAR (BHR),BHADRESHWAR,BHR,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
BHANDARTIKURI (BFZ),BHANDARTIKURI,BFZ,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
CHANDAN NAGAR (CGR),CHANDAN NAGAR,CGR,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
CHANDANPUR (CDAE),CHANDANPUR,CDAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
CHUCHURA (CNS),CHUCHURA,CNS,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
DAINHAT (DHAE),DAINHAT,DHAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
DANKUNI (DKAE),DANKUNI,DKAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
DEBIPUR (DBP),DEBIPUR,DBP,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
DHATRIGRAM (DTAE),DHATRIGRAM,DTAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
DIARA (DEA),DIARA,DEA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
DUMURDAHA (DMLE),DUMURDAHA,DMLE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
GANGPUR (GRP),GANGPUR,GRP,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
GARIFA (GFAE),GARIFA,GFAE,C,SG3,HWH,ER,"24 PARAGANAS
NORTH",WEST BENGAL
GOBRA (GBRA),GOBRA,GBRA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
GOKULNAGAR JOYPUR (GNJP),GOKULNAGAR JOYPUR,GNJP,C,SG3,HWH,ER,BANKURA,WEST BENGAL
GUPTIPARA (GPAE),GUPTIPARA,GPAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
GURAP (GRAE),GURAP,GRAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
HAJIGARH (HIH),HAJIGARH,HIH,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
HARIPAL (HPL),HARIPAL,HPL,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
HIND MOTOR (HMZ),HIND MOTOR,HMZ,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
HOOGHLY (HGY),HOOGHLY,HGY,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
HOOGHLY GHAT (HYG),HOOGHLY GHAT,HYG,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
JANAI ROAD (JOX),JANAI ROAD,JOX,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
JAUGRAM (JRAE),JAUGRAM,JRAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
JHAPANDANGA (JPQ),JHAPANDANGA,JPQ,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
JIRAT (JIT),JIRAT,JIT,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
KAIKALA (KKAE),KAIKALA,KKAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
KALINAGAR (KLNT),KALINAGAR,KLNT,C,SG3,HWH,ER,NADIA,WEST BENGAL
KAMARKUNDU (KQU),KAMARKUNDU,KQU,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
KARJANA (KJRA),KARJANA,KJRA,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KATWA JN. (KWAE),KATWA JN.,KWAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
KHAMARGACHHI (KMAE),KHAMARGACHHI,KMAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
KHANYAN (KHN),KHANYAN,KHN,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
KUNTIGHAT (KJU),KUNTIGHAT,KJU,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
LAKSHMIPUR (LKX),LAKSHMIPUR,LKX,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
LILUAH (LLH),LILUAH,LLH,C,SG3,HWH,ER,HOWRAH,WEST BENGAL
LOKNATH (LOK),LOKNATH,LOK,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MADHU SUDANPUR (MDSE),MADHU SUDANPUR,MDSE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MAGRA (MUG),MAGRA,MUG,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MANKUNDU (MUU),MANKUNDU,MUU,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MASAGRAM (MSAE),MASAGRAM,MSAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
MAYAPUR (MAYP),MAYAPUR,MAYP,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MEMARI (MYM),MEMARI,MYM,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
MIRZAPUR-BANKIPUR (MBE),MIRZAPUR-BANKIPUR,MBE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
NABADWIP DHAM (NDAE),NABADWIP DHAM,NDAE,C,SG3,HWH,ER,NADIA,WEST BENGAL
NABAGRAM (NBAE),NABAGRAM,NBAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
NALIKUL (NKL),NALIKUL,NKL,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
NASIBPUR (NSF),NASIBPUR,NSF,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
NEGUN HALT (NGX),NEGUN HALT,NGX,F,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PALLA ROAD (PRAE),PALLA ROAD,PRAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PALSIT (PLAE),PALSIT,PLAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PANDOOAH (PDA),PANDOOAH,PDA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
PATULI (PTAE),PATULI,PTAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
PORABAZAR (PBZ),PORABAZAR,PBZ,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
PURBASTHALI (PSAE),PURBASTHALI,PSAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
RASULPUR (RSLR),RASULPUR,RSLR,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SAKTIGARH (SKG),SAKTIGARH,SKG,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SAMUDRAGARH (SMAE),SAMUDRAGARH,SMAE,C,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SHRIPAT SHRIKHANDA (SPS),SHRIPAT SHRIKHANDA,SPS,F,SG3,HWH,ER,PURBA BARDHAMAN,WEST BENGAL
SIBAICHANDI (SHBC),SIBAICHANDI,SHBC,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
SIMLAGARH (SLG),SIMLAGARH,SLG,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
SINGUR (SIU),SINGUR,SIU,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
SOMRA BAZAR (SOAE),SOMRA BAZAR,SOAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
TALANDU (TLO),TALANDU,TLO,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
TARAKESWAR (TAK),TARAKESWAR,TAK,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
TRIBENI (TBAE),TRIBENI,TBAE,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
UTTARPARA (UPA),UTTARPARA,UPA,C,SG3,HWH,ER,HOOGHLY,WEST BENGAL
PURAB SARAI (PBS),PURAB SARAI,PBS,F,"Have no such
Station",MLDT,ER,MUNGER,BIHAR
ABJUGANJ (AJUG),ABJUGANJ,AJUG,F,HG2,MLDT,ER,BHAGALPUR,BIHAR
AMMAPALI (AMPL),AMMAPALI,AMPL,F,HG2,MLDT,ER,BHAGALPUR,BIHAR
BASUDEBPUR H (BDBP),BASUDEBPUR H,BDBP,F,HG2,MLDT,ER,MURSHIDABAD,WEST BENGAL
BINDUBASINI (BDBS),BINDUBASINI,BDBS,F,HG2,MLDT,ER,SAHEBGANJ,JHARKHAND
KHARIAPIPRA HALT (KAPP),KHARIAPIPRA HALT,KAPP,F,HG2,MLDT,ER,BHAGALPUR,BIHAR
MURARPUR HALT (MPY),MURARPUR HALT,MPY,F,HG2,MLDT,ER,BHAGALPUR,BIHAR
AHIRAN H (AHN),AHIRAN H,AHN,F,HG3,MLDT,ER,MURSHIDABAD,WEST BENGAL
BELA HALT (BELT),BELA HALT,BELT,F,HG3,MLDT,ER,BANKA,BIHAR
CHHIT MAKHANDPUR (CTMP),CHHIT MAKHANDPUR,CTMP,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
DANRE (DANE),DANRE,DANE,F,HG3,MLDT,ER,GODDA,JHARKHAND
GANGWARA HALT (GGWA),GANGWARA HALT,GGWA,HALT,HG3,MLDT,ER,DUMKA,JHARKHAND
GANI DHAM HALT (GIF),GANI DHAM HALT,GIF,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
GHOGI BARIARPUR (GIBP),GHOGI BARIARPUR,GIBP,E,HG3,MLDT,ER,LAKHISARAI,BIHAR
GHORGHAT (GOG),GHORGHAT,GOG,F,HG3,MLDT,ER,MUNGER,BIHAR
HATPURAINI H (HPLE),HATPURAINI H,HPLE,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
JAGADISHPUR HALT (JDPT),JAGADISHPUR HALT,JDPT,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
KAMARGANJ (KMGH),KAMARGANJ,KMGH,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
KOLLIKHUTAHA H (KKTA),KOLLIKHUTAHA H,KKTA,F,HG3,MLDT,ER,BHAGALPUR,BIHAR
